GENERATION_PROJECT	gen_tech	gen_load_zone	gen_connect_cost_per_mw	gen_full_load_heat_rate	gen_variable_om	gen_max_age	gen_is_variable	gen_is_baseload	gen_energy_source
Lone_Star_Wind_2_(Post_Oak)_U1	Wind_WT	Northeast	0	.	0	100	1	0	Wind
Lone_Star_Wind_2_(Post_Oak)_U2	Wind_WT	Northeast	0	.	0	100	1	0	Wind
Longhorn_Wind_North_U1	Wind_WT	West	0	.	0	100	1	0	Wind
Longhorn_Wind_North_U2	Wind_WT	West	0	.	0	100	1	0	Wind
Loraine_Windpark_I	Wind_WT	West	0	.	0	100	1	0	Wind
Loraine_Windpark_II	Wind_WT	West	0	.	0	100	1	0	Wind
Loraine_Windpark_III	Wind_WT	West	0	.	0	100	1	0	Wind
Loraine_Windpark_IV	Wind_WT	West	0	.	0	100	1	0	Wind
Los_Vientos_Wind_III	Wind_WT	South	0	.	0	100	1	0	Wind
McAdoo_Wind_Farm	Wind_WT	West	0	.	0	100	1	0	Wind
Mesquite_Creek_Wind_1	Wind_WT	West	0	.	0	100	1	0	Wind
Mesquite_Creek_Wind_2	Wind_WT	West	0	.	0	100	1	0	Wind
Miami_Wind_G1	Wind_WT	West	0	.	0	100	1	0	Wind
Miami_Wind_G2	Wind_WT	West	0	.	0	100	1	0	Wind
Notrees_Wind_Farm_1	Wind_WT	West	0	.	0	100	1	0	Wind
Notrees_Wind_Farm_2	Wind_WT	West	0	.	0	100	1	0	Wind
Ocotillo_Wind_Farm	Wind_WT	West	0	.	0	100	1	0	Wind
Panhandle_Wind_1_U1	Wind_WT	West	0	.	0	100	1	0	Wind
Panhandle_Wind_1_U2	Wind_WT	West	0	.	0	100	1	0	Wind
Panhandle_Wind_2_U1	Wind_WT	West	0	.	0	100	1	0	Wind
Panhandle_Wind_2_U2	Wind_WT	West	0	.	0	100	1	0	Wind
Panther_Creek_1	Wind_WT	West	0	.	0	100	1	0	Wind
Panther_Creek_2	Wind_WT	West	0	.	0	100	1	0	Wind
Panther_Creek_3	Wind_WT	West	0	.	0	100	1	0	Wind
Pecos_Wind_(Woodward_1)	Wind_WT	West	0	.	0	100	1	0	Wind
Pecos_Wind_(Woodward_2)	Wind_WT	West	0	.	0	100	1	0	Wind
Pyron_Wind_Farm	Wind_WT	West	0	.	0	100	1	0	Wind
Rattlesnake_Den_Wind_1_G1	Wind_WT	West	0	.	0	100	1	0	Wind
Rattlesnake_Den_Wind_1_G2	Wind_WT	West	0	.	0	100	1	0	Wind
Red_Canyon_Wind	Wind_WT	West	0	.	0	100	1	0	Wind
Roscoe_Wind_Farm	Wind_WT	West	0	.	0	100	1	0	Wind
Route_66_Wind	Wind_WT	West	0	.	0	100	1	0	Wind
Sand_Bluff_Wind_Farm	Wind_WT	West	0	.	0	100	1	0	Wind
Senate_Wind	Wind_WT	Northeast	0	.	0	100	1	0	Wind
Shannon_Wind	Wind_WT	West	0	.	0	100	1	0	Wind
Sherbino_1_Wind	Wind_WT	West	0	.	0	100	1	0	Wind
Sherbino_2_Wind	Wind_WT	West	0	.	0	100	1	0	Wind
Silver_Star_Wind	Wind_WT	Northeast	0	.	0	100	1	0	Wind
Snyder_Wind_Farm	Wind_WT	West	0	.	0	100	1	0	Wind
South_Plains_Wind_1	Wind_WT	West	0	.	0	100	1	0	Wind
South_Plains_Wind_2	Wind_WT	West	0	.	0	100	1	0	Wind
South_Trent_Wind_Farm	Wind_WT	West	0	.	0	100	1	0	Wind
Spinning_Spur_3_Wind_1	Wind_WT	West	0	.	0	100	1	0	Wind
Spinning_Spur_3_Wind_2	Wind_WT	West	0	.	0	100	1	0	Wind
Spinning_Spur_Wind_Two	Wind_WT	West	0	.	0	100	1	0	Wind
Stanton_Wind_Energy	Wind_WT	West	0	.	0	100	1	0	Wind
Stephens_Ranch_Wind_1	Wind_WT	West	0	.	0	100	1	0	Wind
Stephens_Ranch_Wind_2	Wind_WT	West	0	.	0	100	1	0	Wind
Sweetwater_Wind_1	Wind_WT	West	0	.	0	100	1	0	Wind
Sweetwater_Wind_2A	Wind_WT	West	0	.	0	100	1	0	Wind
Sweetwater_Wind_2B	Wind_WT	West	0	.	0	100	1	0	Wind
Sweetwater_Wind_3A	Wind_WT	West	0	.	0	100	1	0	Wind
Sweetwater_Wind_3B	Wind_WT	West	0	.	0	100	1	0	Wind
Sweetwater_Wind_4-4A	Wind_WT	West	0	.	0	100	1	0	Wind
Sweetwater_Wind_4-4B	Wind_WT	West	0	.	0	100	1	0	Wind
Sweetwater_Wind_4-5	Wind_WT	West	0	.	0	100	1	0	Wind
Texas_Big_Spring_Wind_A	Wind_WT	West	0	.	0	100	1	0	Wind
Texas_Big_Spring_Wind_B	Wind_WT	West	0	.	0	100	1	0	Wind
Trent_Wind_Farm	Wind_WT	West	0	.	0	100	1	0	Wind
Trinity_Hills_Wind_1	Wind_WT	Northeast	0	.	0	100	1	0	Wind
Trinity_Hills_Wind_2	Wind_WT	Northeast	0	.	0	100	1	0	Wind
TSTC_West_Texas_Wind	Wind_WT	West	0	.	0	100	1	0	Wind
Turkey_Track_Wind_Energy_Center	Wind_WT	West	0	.	0	100	1	0	Wind
West_Texas_Wind_Energy	Wind_WT	West	0	.	0	100	1	0	Wind
Whirlwind_Energy	Wind_WT	West	0	.	0	100	1	0	Wind
Whitetail_Wind_Energy	Wind_WT	South	0	.	0	100	1	0	Wind
Windthorst_2	Wind_WT	Northeast	0	.	0	100	1	0	Wind
WKN_Mozart_Wind	Wind_WT	West	0	.	0	100	1	0	Wind
Wolf_Flats_Wind_(Wind_Mgt)	Wind_WT	West	0	.	0	100	1	0	Wind
Wolf_Ridge_Wind	Wind_WT	Northeast	0	.	0	100	1	0	Wind
Cameron_Wind	Wind-C_WT	South	0	.	0	100	1	0	Wind-C
Gulf_Wind_I	Wind-C_WT	South	0	.	0	100	1	0	Wind-C
Gulf_Wind_II	Wind-C_WT	South	0	.	0	100	1	0	Wind-C
Harbor_Wind	Wind-C_WT	South	0	.	0	100	1	0	Wind-C
Los_Vientos_Wind_I	Wind-C_WT	South	0	.	0	100	1	0	Wind-C
Los_Vientos_Wind_II	Wind-C_WT	South	0	.	0	100	1	0	Wind-C
Magic_Valley_Wind_(Redfish)_1A	Wind-C_WT	South	0	.	0	100	1	0	Wind-C
Magic_Valley_Wind_(Redfish)_1B	Wind-C_WT	South	0	.	0	100	1	0	Wind-C
Papalote_Creek_Wind_Farm	Wind-C_WT	South	0	.	0	100	1	0	Wind-C
Papalote_Creek_Wind_Farm_II	Wind-C_WT	South	0	.	0	100	1	0	Wind-C
Penascal_Wind_1	Wind-C_WT	South	0	.	0	100	1	0	Wind-C
Penascal_Wind_2	Wind-C_WT	South	0	.	0	100	1	0	Wind-C
Penascal_Wind_3	Wind-C_WT	South	0	.	0	100	1	0	Wind-C
